0 0.0592764 2062200 0.50984
1 0.177829 92146 0.0227813
2 0.296382 81795 0.0202223
3 0.414935 60614 0.0149857
4 0.533488 54862 0.0135636
5 0.652041 52404 0.0129559
6 0.770593 50144 0.0123972
7 0.889146 48504 0.0119917
8 1.0077 46828 0.0115773
9 1.12625 45138 0.0111595
10 1.2448 43434 0.0107382
11 1.36336 42367 0.0104744
12 1.48191 40400 0.00998813
13 1.60046 39520 0.00977057
14 1.71902 38110 0.00942197
15 1.83757 36733 0.00908154
16 1.95612 35460 0.00876681
17 2.07467 34327 0.0084867
18 2.19323 32721 0.00808965
19 2.31178 31739 0.00784687
20 2.43033 30246 0.00747775
21 2.54889 29322 0.00724931
22 2.66744 28698 0.00709504
23 2.78599 27675 0.00684212
24 2.90454 26458 0.00654124
25 3.0231 26178 0.00647201
26 3.14165 24987 0.00617756
27 3.2602 24100 0.00595827
28 3.37876 23642 0.00584504
29 3.49731 22954 0.00567494
30 3.61586 22567 0.00557926
31 3.73441 21920 0.0054193
32 3.85297 21279 0.00526083
33 3.97152 21024 0.00519778
34 4.09007 20524 0.00507417
35 4.20863 20348 0.00503066
36 4.32718 19687 0.00486724
37 4.44573 19354 0.00478491
38 4.56428 19102 0.00472261
39 4.68284 18963 0.00468824
40 4.80139 18323 0.00453001
41 4.91994 17872 0.00441851
42 5.0385 17522 0.00433198
43 5.15705 16853 0.00416658
44 5.2756 16286 0.0040264
45 5.39415 15922 0.00393641
46 5.51271 15468 0.00382417
47 5.63126 15011 0.00371118
48 5.74981 14772 0.0036521
49 5.86837 14295 0.00353417
50 5.98692 13696 0.00338608
51 6.10547 13431 0.00332056
52 6.22402 13232 0.00327136
53 6.34258 13268 0.00328026
54 6.46113 12581 0.00311041
55 6.57968 12364 0.00305676
56 6.69824 11816 0.00292128
57 6.81679 11712 0.00289557
58 6.93534 11287 0.0027905
59 7.05389 11031 0.00272721
60 7.17245 10726 0.0026518
61 7.291 10357 0.00256057
62 7.40955 10119 0.00250173
63 7.52811 9653 0.00238652
64 7.64666 9680 0.0023932
65 7.76521 9343 0.00230988
66 7.88376 9207 0.00227626
67 8.00232 8788 0.00217267
68 8.12087 8611 0.00212891
69 8.23942 8401 0.00207699
70 8.35798 8149 0.00201469
71 8.47653 7910 0.0019556
72 8.59508 7675 0.0018975
73 8.71363 7585 0.00187525
74 8.83219 7381 0.00182481
75 8.95074 7230 0.00178748
76 9.06929 7063 0.00174619
77 9.18785 6859 0.00169576
78 9.3064 6578 0.00162629
79 9.42495 6308 0.00155953
80 9.5435 6269 0.00154989
81 9.66206 6112 0.00151108
82 9.78061 5884 0.00145471
83 9.89916 5647 0.00139611
84 10.0177 5486 0.00135631
85 10.1363 5344 0.0013212
86 10.2548 5153 0.00127398
87 10.3734 4924 0.00121737
88 10.4919 4668 0.00115407
89 10.6105 4535 0.00112119
90 10.729 4263 0.00105395
91 10.8476 4021 0.000994116
92 10.9661 3781 0.00093478
93 11.0847 3696 0.000913766
94 11.2032 3490 0.000862836
95 11.3218 3284 0.000811907
96 11.4403 3242 0.000801523
97 11.5589 3010 0.000744165
98 11.6775 2963 0.000732545
99 11.796 2826 0.000698675
100 11.9146 2818 0.000696697
101 12.0331 2665 0.000658871
102 12.1517 2588 0.000639834
103 12.2702 2488 0.000615111
104 12.3888 2364 0.000584454
105 12.5073 2338 0.000578026
106 12.6259 2230 0.000551325
107 12.7444 2164 0.000535008
108 12.863 2037 0.00050361
109 12.9815 2059 0.000509049
110 13.1001 2020 0.000499407
111 13.2186 1858 0.000459355
112 13.3372 1915 0.000473447
113 13.4557 1809 0.000447241
114 13.5743 1690 0.00041782
115 13.6929 1628 0.000402492
116 13.8114 1690 0.00041782
117 13.93 1572 0.000388647
118 14.0485 1468 0.000362935
119 14.1671 1406 0.000347607
120 14.2856 1361 0.000336481
121 14.4042 1239 0.000306319
122 14.5227 1227 0.000303352
123 14.6413 1153 0.000285057
124 14.7598 1064 0.000263054
125 14.8784 1066 0.000263548
126 14.9969 994 0.000245748
127 15.1155 14452 0.00357298
