0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000006A1BB2 0000000004CD90C8 0000000017243D30 0000000033F169AC 0000000044420406 0000000034DBCB24 000000000DFDC7D8 FFFFFFFFF2CA3F68 FFFFFFFFEFBB4B80 FFFFFFFFF9246B40 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 000000000109453D 000000000B81FA84 000000002CDDF746 00000000779C6944 00000000C98ACE0C 00000000DFF12412 0000000099620E45 0000000015214C40 FFFFFFFFBFEAAC82 FFFFFFFFBB4B37A8 FFFFFFFFE224F2B0 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000013E5316 000000000BEA88AA 00000000409B7217 00000000A730F167 000000012B062347 00000001731B70C7 00000001450EABE1 00000000AFD2411E FFFFFFFFDAF61E03 FFFFFFFF61C4D270 FFFFFFFF689E22EE FFFFFFFFBBA41830 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000D43764 000000000BA13EA9 00000000400583BE 00000000C4E92803 0000000158874717 00000001AD7BDC0C 0000000187CEC47C 0000000105FA5863 000000004BA3D57D FFFFFFFF56673F2F FFFFFFFEE8C7D0F3 FFFFFFFF11184842 FFFFFFFF937B516A FFFFFFFFFE2ADCB0 FFFFFFFFFF507120 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000350DD9 000000000ABA58A9 00000000408335F3 00000000C49A406A 00000001728E6A4D 00000001BED27560 0000000174E744D1 00000000C8ED825D 0000000028336F64 FFFFFFFF9D596AAF FFFFFFFEF5B6A2E3 FFFFFFFECD5E81F2 FFFFFFFEFDBF4484 FFFFFFFF7250C1E4 FFFFFFFFE13137E8 FFFFFFFFF4E83340 FFFFFFFFFF507120 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 000000000AF0F40E 0000000042538E7D 00000000C477D21E 000000016F303C7A 00000001C49CF41A 0000000164726A5B 00000000728E11F6 FFFFFFFF7BD2852F FFFFFFFF09DD4371 FFFFFFFF0DF3CAE6 FFFFFFFF112E977B FFFFFFFF28C40066 FFFFFFFF1FAC30A5 FFFFFFFF49083476 FFFFFFFFA51E6FF7 FFFFFFFFDC5EAA28 FFFFFFFFFDC4CF08 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000007AB005D 000000003AE16BC5 00000000BBFD8B49 000000016611DC2F 00000001BF0112CF 000000015171E2C1 00000000419AFCA3 FFFFFFFF0DC22B78 FFFFFFFE52F987E3 FFFFFFFE6DE264F2 FFFFFFFF145708C7 FFFFFFFF9F46449E FFFFFFFFAF74A1DD FFFFFFFF3DD1AC19 FFFFFFFF0BABE94A FFFFFFFF5525396A FFFFFFFFB9DE1AF7 FFFFFFFFFB99EE50 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000070BD6D2 00000000327013D6 00000000AB5D7CCA 00000001568B2CF7 00000001B6A66271 0000000155236596 0000000030186F87 FFFFFFFEE45D820A FFFFFFFDFEB04C9D FFFFFFFDD4F88867 FFFFFFFE733A6AA5 FFFFFFFF69E5D459 0000000017943EC2 FFFFFFFFFEB8034A FFFFFFFF3AFB7CBD FFFFFFFECB3148E4 FFFFFFFF089A49B9 FFFFFFFF98BF6E48 FFFFFFFFF96A0D9D 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000006A1BB2 00000000219C66EC 0000000090F424C1 000000013DBDAA29 00000001B4A25364 000000016EBBF0A2 0000000063A112D5 FFFFFFFEF30BCCB5 FFFFFFFDEEC43966 FFFFFFFDB4381594 FFFFFFFE27914EE7 FFFFFFFEF9C9CF00 FFFFFFFFC89CFE2A 0000000049055195 0000000018DCE21E FFFFFFFF44ED237C FFFFFFFEBFE9BF97 FFFFFFFEE0B80D37 FFFFFFFF7BD54EF6 FFFFFFFFF23A13CC FFFFFFFFFEF8A9B0 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000093D9B67 0000000062D9E770 0000000112A30776 00000001A3A9EEE7 000000018D60D601 00000000A7ECDA95 FFFFFFFF5201C617 FFFFFFFE19E4BAF2 FFFFFFFDBAA2D4EF FFFFFFFE25E53376 FFFFFFFEEC4F59F8 FFFFFFFF99339D03 00000000079FDD45 0000000060E3D754 0000000043A46706 FFFFFFFF94FB18B3 FFFFFFFF067916A5 FFFFFFFEE681036A FFFFFFFF597A2707 FFFFFFFFDD93EA34 FFFFFFFFFB89EE60 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000029B67FF3 00000000CD1D01B1 0000000183B10EE0 00000001A60E3CD3 00000000E989DB3A FFFFFFFF98987172 FFFFFFFE539B00BB FFFFFFFDC0BE6368 FFFFFFFE1B8113B0 FFFFFFFEDCFF6D4C FFFFFFFF8636FB4B FFFFFFFFE06B0F85 0000000009097272 000000004FBD59EC 0000000069D4881D FFFFFFFFFF374C14 FFFFFFFF6C9F1EED FFFFFFFF03E1EE11 FFFFFFFF2C771BD2 FFFFFFFFB8521178 FFFFFFFFF53D8E46 0000000000000000 0000000000000000 
