00000000 00000000 00000000 00000000 00000000 FFFFFEEC FFFFF508 FFFFE0DC FFFFCAAD FFFFC986 FFFFE655 FFFFF808 FFFFFBDC FFFFFBD0 FFFFFE4B 000006D7 000015A2 000022CD 00002274 000017EE 00000EA7 000007E4 000001C2 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 FFFFFC10 FFFFE372 FFFFB77F FFFF8FC7 FFFF9EF0 FFFFE507 000008BA 00000C91 00000A19 00000D3A 00001B4A 00003142 000043E0 00004A2E 00004762 00003CD8 000027B8 00000F42 00000199 0000002D 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 FFFFF9C7 FFFFD60C FFFF9DE1 FFFF7756 FFFFA242 00000B29 000039AC 000037FE 00002D25 00002DB7 0000418A 000059F1 00006A3C 00007498 00008044 00007FED 0000677F 0000399D 00000D48 000001E8 0000002D 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 FFFFF95E FFFFD67B FFFFAC31 FFFFA2FC FFFFE710 00004FEE 0000771A 00006F12 00005B7C 0000533D 00005CC1 00006AB6 0000810B 00009377 0000ADAB 0000BAF1 0000AE1F 00007E8D 00003866 00000C31 000001E8 0000002D 00000000 
00000000 00000000 00000000 00000000 00000000 FFFFFB76 FFFFE66F FFFFD7E6 FFFFE95D 000029C1 00007153 000086FB 00007D01 00006968 00006251 000064ED 00006AFF 00007E40 000087FC 0000A617 0000CD1B 0000DDA2 0000C072 00007E12 00003666 00000D81 000001B7 00000000 
00000000 00000000 00000000 00000000 00000000 FFFFFECA FFFFF82D FFFFFB2C 00001014 000035F2 000055AF 00005C03 0000565E 00004C4C 00004A2A 00004B3E 0000517B 00005A67 00005547 00006CAA 0000A60C 0000DDC4 0000E857 0000C2C6 00007D4E 00003702 00000C1A 00000000 
00000000 00000000 00000000 00000000 00000000 FFFFFFE7 FFFFFEE3 00000267 00000B98 0000172D 00001E6D 00001EEF 00001F9F 00001D17 0000204D 0000261A 00002D3A 000026F7 00001530 00001E10 0000571B 0000AC40 0000F139 0000FAE6 0000D322 00007D31 00001F89 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFFEC FFFFFFBB 000000AD 00000103 00000736 00000EAC 00000FAE 000000A7 FFFFE6D2 FFFFDC52 000000A2 00005EAD 0000DC73 0001270F 000123DB 0000CA82 00003511 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFFFB 00000005 00000009 0000000B FFFFFFDF FFFFFD1F FFFFF10F FFFFD32F FFFFB109 FFFFB6FE 00000FB1 0000BCE2 00014933 00016233 00010284 0000437E 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFFF1 FFFFFFF1 FFFFFEAB FFFFF237 FFFFCA09 FFFF9036 FFFF7FCA FFFFD4FB 0000AB78 00015FEA 000183B5 00011AE7 0000490C 00000000 
00000000 00000000 00000000 FFFFFFF4 FFFFFF10 FFFFFC6F FFFFF88A FFFFF63B FFFFF8A8 FFFFFC33 FFFFFD9F FFFFFDCC FFFFFDC0 FFFFFE98 0000002F 000001F7 000001D0 FFFFF20E FFFFC26C FFFF7705 FFFF5E0C FFFFC0D7 0000B268 000166C1 00018C96 0001206E 00004A2F 00000000 
00000000 FFFFFFF4 FFFFFFAC FFFFFE67 FFFFF6EC FFFFE4F0 FFFFCD23 FFFFC18F FFFFD379 FFFFEBD3 FFFFF55D FFFFF714 FFFFF6E4 FFFFFD0D 00000720 00001249 00001154 FFFFF1CD FFFFC47E FFFF7729 FFFF682C FFFFDF7C 0000CD35 0001681B 00018DC7 000120AE 00004A4A 00000000 
00000000 FFFFFF4C FFFFFAAD FFFFEAF6 FFFFCACF FFFFA483 FFFF923E FFFFA5B6 FFFFD041 FFFFFB7D 00000BAE 00000E77 00000E20 0000194A 000025C0 00003369 00002B05 00000146 FFFFDE0D FFFFA754 FFFFB14A 00002B5D 0000F1D7 00016F61 00018ED7 000116C2 000046C6 00000000 
00000000 FFFFFCB5 FFFFEB7E FFFFC015 FFFF86D6 FFFF63F3 FFFF8394 FFFFD2A8 00001618 000048F9 0000527E 00004BC4 000042A9 000049BC 000058C9 000069F2 00005710 00003307 00001D97 00000511 00001F5A 00007E3E 00010591 000161FF 00017777 000107D5 00005B57 00000E10 
FFFFFDFC FFFFF025 FFFFC69C FFFF8077 FFFF4D4F FFFF68F8 FFFFE5AE 00006876 0000A7CE 0000BF3E 0000AFC5 000097EC 0000853B 000081FC 0000867E 00008D76 000074DA 000070F0 00006E0D 00006C4D 000084B9 0000B976 0001067D 000146A6 00015640 000107F5 00008A62 0000271A 
FFFFF7C0 FFFFD594 FFFF8EA6 FFFF4323 FFFF58BD FFFFE7FD 0000A71D 00011A43 00011E53 000102A0 0000D81A 0000B3DA 00009BF0 000087A5 00007AE9 000072AE 00006B41 00009836 0000AE2D 0000B7B4 0000C712 0000E34B 00010DA7 00013416 00013EB6 000116D3 0000B32C 0000386B 
FFFFEDD3 FFFFB24A FFFF57E5 FFFF2E86 FFFFB717 00009D90 0001493B 00017229 00011767 0000CFF4 00009A4B 00007265 000057B6 00003942 000027B5 00002175 000043BF 00009F89 0000CC74 0000E0EE 0000F715 000111E8 0001261A 00013147 00013272 0001113D 0000A9C8 00003191 
FFFFE302 FFFF9366 FFFF3A6D FFFF426B 00001E7D 00011AA6 00018D3C 00016790 0000BF4C 00006BCF 00003CD9 000016D4 FFFFF847 FFFFD697 FFFFCEF3 FFFFEB0E 00003FC7 0000ACB1 0000E53F 0001097B 00012CFB 00014423 00013CAB 00011F77 0001036A 0000CBE6 00006C05 00001B07 
FFFFDCDC FFFF88DD FFFF40D6 FFFF68BF 00005B88 00013855 00016A99 00010ABC 00005812 00001805 FFFFF56B FFFFD13E FFFFB130 FFFFA243 FFFFC5E2 0000147A 000083AD 0000E4C8 00011AA3 00013CC2 00014DA1 00013F8F 00010B29 0000C685 000095E5 00006130 000029A8 0000086D 
FFFFDF8A FFFF98B7 FFFF643D FFFF8C09 00005159 0000F64B 00011151 0000AF67 00003168 00000BEC FFFFF367 FFFFD737 FFFFC6B9 FFFFDEDB 00002DED 000093BB 0000F807 000136A3 000143E5 00013D56 0001209C 0000E526 00009617 000053B5 000031B8 00001916 0000080A 00000129 
FFFFE8E7 FFFFB8B7 FFFF9657 FFFFAD9F 00002086 0000862B 0000AD79 0000882F 00004DF4 00003C70 00002E6F 000024D3 00003622 00007433 0000D0C1 000120BD 00014AA8 00014DF5 000124D1 0000EDD5 0000ABF3 000066FE 00002E27 00001083 0000067A 00000213 00000051 00000000 
FFFFF3D6 FFFFDBBD FFFFC8F8 FFFFCD06 FFFFFC93 000037F6 0000710B 00008D0A 00008DE1 00008E0E 000091FE 0000A1F8 0000C6D4 0000F767 00012CB1 00015383 00013F97 000107E5 0000B83C 0000702B 000038F3 000015FA 000004E8 00000097 00000009 00000000 00000000 00000000 
FFFFFC87 FFFFF4C4 FFFFEA90 FFFFE557 FFFFF32C 00001CD0 00005CCB 00009A6D 0000BD41 0000C93B 0000D936 0000EE4B 0001076B 000114DA 00011FA9 00011931 0000D4D4 0000831E 00004056 0000181D 00000692 00000120 00000000 00000000 00000000 00000000 00000000 00000000 
FFFFFF8E FFFFFD0B FFFFF80D FFFFF464 FFFFFC51 00001AA0 00004E1A 0000861D 0000AFB1 0000BE4D 0000CF2A 0000DCF7 0000E549 0000D61F 0000BB5F 00009291 0000506A 00001FB6 000008E2 00000164 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
FFFFFFFB FFFFFF68 FFFFFDF7 FFFFFD91 0000037F 0000158F 000032C6 00005805 000074D4 00007F91 00008B07 00008D1D 000081CA 00006131 00003F74 000024F9 00000DE6 0000033E 00000083 00000012 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFFFF1 FFFFFFE2 0000000E FFFFFF29 00000602 00001391 00002536 00003049 00003410 000035BA 00002E76 000020FC 00001135 00000823 00000421 00000143 0000002D 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 FFFFFFF6 FFFFFF88 0000013E 00000465 000007D2 00000981 00000A02 000009A3 000006F9 00000383 000000CF 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
