0 0.0164587 33251538 0.699049
1 0.049376 720160 0.01514
2 0.0822934 495291 0.0104125
3 0.115211 410282 0.00862538
4 0.148128 359814 0.00756439
5 0.181045 328360 0.00690313
6 0.213963 301447 0.00633733
7 0.24688 281294 0.00591366
8 0.279798 267064 0.0056145
9 0.312715 250700 0.00527048
10 0.345632 237498 0.00499293
11 0.37855 229367 0.00482199
12 0.411467 221220 0.00465072
13 0.444384 210456 0.00442443
14 0.477302 204445 0.00429806
15 0.510219 198134 0.00416538
16 0.543136 193088 0.0040593
17 0.576054 187265 0.00393688
18 0.608971 182495 0.0038366
19 0.641888 177715 0.00373611
20 0.674806 173845 0.00365475
21 0.707723 169207 0.00355725
22 0.74064 165818 0.003486
23 0.773558 161584 0.00339699
24 0.806475 158206 0.00332597
25 0.839393 154564 0.00324941
26 0.87231 151920 0.00319382
27 0.905227 150527 0.00316454
28 0.938145 147907 0.00310946
29 0.971062 145402 0.00305679
30 1.00398 142032 0.00298595
31 1.0369 138903 0.00292016
32 1.06981 136603 0.00287181
33 1.10273 132711 0.00278999
34 1.13565 129251 0.00271725
35 1.16857 126799 0.0026657
36 1.20148 123955 0.00260591
37 1.2344 120738 0.00253828
38 1.26732 118988 0.00250149
39 1.30024 117277 0.00246552
40 1.33315 115716 0.0024327
41 1.36607 113572 0.00238763
42 1.39899 111880 0.00235206
43 1.4319 110733 0.00232794
44 1.46482 109656 0.0023053
45 1.49774 107249 0.0022547
46 1.53066 106199 0.00223263
47 1.56357 104578 0.00219855
48 1.59649 103863 0.00218352
49 1.62941 103254 0.00217071
50 1.66233 101834 0.00214086
51 1.69524 101049 0.00212436
52 1.72816 98577 0.00207239
53 1.76108 98007 0.00206041
54 1.794 96994 0.00203911
55 1.82691 95295 0.00200339
56 1.85983 93658 0.00196898
57 1.89275 93494 0.00196553
58 1.92567 92733 0.00194953
59 1.95858 91863 0.00193124
60 1.9915 92938 0.00195384
61 2.02442 90714 0.00190708
62 2.05733 88550 0.00186159
63 2.09025 87003 0.00182907
64 2.12317 85164 0.00179041
65 2.15609 83604 0.00175761
66 2.189 83178 0.00174865
67 2.22192 81469 0.00171273
68 2.25484 79442 0.00167011
69 2.28776 78292 0.00164594
70 2.32067 76829 0.00161518
71 2.35359 75709 0.00159163
72 2.38651 75204 0.00158102
73 2.41943 74159 0.00155905
74 2.45234 72944 0.00153351
75 2.48526 72228 0.00151845
76 2.51818 70769 0.00148778
77 2.55109 70243 0.00147672
78 2.58401 68988 0.00145034
79 2.61693 68469 0.00143943
80 2.64985 67104 0.00141073
81 2.68276 66156 0.0013908
82 2.71568 65694 0.00138109
83 2.7486 65063 0.00136782
84 2.78152 63501 0.00133498
85 2.81443 62635 0.00131678
86 2.84735 63160 0.00132782
87 2.88027 61386 0.00129052
88 2.91319 60833 0.00127889
89 2.9461 59563 0.0012522
90 2.97902 58237 0.00122432
91 3.01194 57615 0.00121124
92 3.04486 56862 0.00119541
93 3.07777 55518 0.00116716
94 3.11069 54504 0.00114584
95 3.14361 53508 0.0011249
96 3.17652 52697 0.00110785
97 3.20944 51920 0.00109152
98 3.24236 51088 0.00107403
99 3.27528 49899 0.00104903
100 3.30819 48616 0.00102206
101 3.34111 47467 0.000997901
102 3.37403 46572 0.000979085
103 3.40695 45193 0.000950094
104 3.43986 43629 0.000917214
105 3.47278 42873 0.000901321
106 3.5057 41028 0.000862534
107 3.53862 40222 0.000845589
108 3.57153 39365 0.000827572
109 3.60445 37960 0.000798035
110 3.63737 37722 0.000793031
111 3.67029 36808 0.000773816
112 3.7032 35541 0.00074718
113 3.73612 35149 0.000738939
114 3.76904 34397 0.00072313
115 3.80195 32933 0.000692352
116 3.83487 32262 0.000678245
117 3.86779 30625 0.000643831
118 3.90071 28963 0.00060889
119 3.93362 27226 0.000572373
120 3.96654 25381 0.000533586
121 3.99946 23901 0.000502472
122 4.03238 22246 0.000467679
123 4.06529 21564 0.000453341
124 4.09821 20640 0.000433916
125 4.13113 19916 0.000418695
126 4.16405 19211 0.000403874
127 4.19696 272525 0.00572931
